pk,model,member,date,hours
5085,mks.weeklypresence,791,2009-12-20,7.0
5086,mks.weeklypresence,791,2009-12-27,6.0
5087,mks.weeklypresence,791,2010-01-03,16.0
5088,mks.weeklypresence,791,2010-01-10,20.0
5089,mks.weeklypresence,791,2010-01-17,14.0
5090,mks.weeklypresence,791,2010-01-24,26.0
5091,mks.weeklypresence,791,2010-01-31,7.0
5092,mks.weeklypresence,791,2010-02-07,16.0
5093,mks.weeklypresence,791,2010-02-14,0.0
5094,mks.weeklypresence,791,2010-02-21,14.0
5095,mks.weeklypresence,791,2010-02-28,3.0
5096,mks.weeklypresence,791,2010-03-07,18.0
5097,mks.weeklypresence,791,2010-03-14,11.0
5098,mks.weeklypresence,791,2010-03-21,0.0
5099,mks.weeklypresence,791,2010-04-04,0.0
5100,mks.weeklypresence,791,2010-04-11,0.0
5101,mks.weeklypresence,791,2010-04-18,0.0
5102,mks.weeklypresence,791,2010-04-25,11.0
5103,mks.weeklypresence,791,2010-05-02,13.0
5104,mks.weeklypresence,791,2010-05-09,13.0
5105,mks.weeklypresence,791,2010-05-16,4.0
5106,mks.weeklypresence,752,2009-11-15,36.0
5107,mks.weeklypresence,752,2009-11-29,13.0
5108,mks.weeklypresence,752,2009-12-13,28.0
5109,mks.weeklypresence,752,2009-12-20,34.0
5110,mks.weeklypresence,752,2009-12-27,4.0
5111,mks.weeklypresence,752,2010-01-03,40.0
5112,mks.weeklypresence,752,2010-01-10,30.0
5113,mks.weeklypresence,752,2010-01-17,31.0
5114,mks.weeklypresence,752,2010-01-24,41.0
5115,mks.weeklypresence,752,2010-01-31,25.0
5116,mks.weeklypresence,752,2010-02-07,0.0
5117,mks.weeklypresence,752,2010-02-14,33.0
5118,mks.weeklypresence,752,2010-02-21,61.0
5119,mks.weeklypresence,752,2010-02-28,44.0
5120,mks.weeklypresence,752,2010-03-07,37.0
5121,mks.weeklypresence,752,2010-03-14,48.0
5122,mks.weeklypresence,752,2010-03-21,30.0
5123,mks.weeklypresence,752,2010-04-04,0.0
5124,mks.weeklypresence,752,2010-04-11,13.0
5125,mks.weeklypresence,752,2010-04-18,5.0
5126,mks.weeklypresence,752,2010-04-25,34.0
5127,mks.weeklypresence,752,2010-05-02,35.0
5128,mks.weeklypresence,752,2010-05-09,33.0
5129,mks.weeklypresence,752,2010-05-16,15.0
5130,mks.weeklypresence,821,2009-11-15,20.0
5131,mks.weeklypresence,821,2009-11-29,1.0
5132,mks.weeklypresence,821,2009-12-13,16.0
5133,mks.weeklypresence,821,2009-12-20,24.0
5134,mks.weeklypresence,821,2009-12-27,1.0
5135,mks.weeklypresence,821,2010-01-03,37.0
5136,mks.weeklypresence,821,2010-01-10,10.0
5137,mks.weeklypresence,821,2010-01-17,24.0
5138,mks.weeklypresence,821,2010-01-24,32.0
5139,mks.weeklypresence,821,2010-01-31,27.0
5140,mks.weeklypresence,821,2010-02-07,28.0
5141,mks.weeklypresence,821,2010-02-14,14.0
5142,mks.weeklypresence,821,2010-02-21,24.0
5143,mks.weeklypresence,821,2010-02-28,19.0
5144,mks.weeklypresence,821,2010-03-07,26.0
5145,mks.weeklypresence,821,2010-03-14,33.0
5146,mks.weeklypresence,821,2010-03-21,4.0
5147,mks.weeklypresence,821,2010-04-04,0.0
5148,mks.weeklypresence,821,2010-04-11,8.0
5149,mks.weeklypresence,821,2010-04-18,0.0
5150,mks.weeklypresence,821,2010-04-25,24.0
5151,mks.weeklypresence,821,2010-05-02,20.0
5152,mks.weeklypresence,821,2010-05-09,5.0
5153,mks.weeklypresence,821,2010-05-16,14.0
5154,mks.weeklypresence,90,2009-11-15,16.0
5155,mks.weeklypresence,90,2009-11-29,4.0
5156,mks.weeklypresence,90,2009-12-13,6.0
5157,mks.weeklypresence,90,2009-12-20,3.0
5158,mks.weeklypresence,90,2009-12-27,4.0
5159,mks.weeklypresence,90,2010-01-03,12.0
5160,mks.weeklypresence,90,2010-01-10,12.0
5161,mks.weeklypresence,90,2010-01-17,6.0
5162,mks.weeklypresence,90,2010-01-24,0.0
5163,mks.weeklypresence,90,2010-01-31,6.0
5164,mks.weeklypresence,90,2010-02-07,14.0
5165,mks.weeklypresence,90,2010-02-14,0.0
5166,mks.weeklypresence,90,2010-02-21,7.0
5167,mks.weeklypresence,90,2010-02-28,16.0
5168,mks.weeklypresence,90,2010-03-07,11.0
5169,mks.weeklypresence,90,2010-03-14,16.0
5170,mks.weeklypresence,90,2010-03-21,0.0
5171,mks.weeklypresence,90,2010-04-04,0.0
5172,mks.weeklypresence,90,2010-04-11,2.0
5173,mks.weeklypresence,90,2010-04-18,0.0
5174,mks.weeklypresence,90,2010-04-25,7.0
5175,mks.weeklypresence,90,2010-05-02,9.0
5176,mks.weeklypresence,90,2010-05-09,9.0
5177,mks.weeklypresence,90,2010-05-16,2.0
5178,mks.weeklypresence,20,2009-11-15,9.0
5179,mks.weeklypresence,20,2009-11-29,0.0
5180,mks.weeklypresence,20,2009-12-13,1.0
5181,mks.weeklypresence,20,2009-12-20,8.0
5182,mks.weeklypresence,20,2009-12-27,0.0
5183,mks.weeklypresence,20,2010-01-03,5.0
5184,mks.weeklypresence,20,2010-01-10,0.0
5185,mks.weeklypresence,20,2010-01-17,1.0
5186,mks.weeklypresence,20,2010-01-24,9.0
5187,mks.weeklypresence,20,2010-01-31,11.0
5188,mks.weeklypresence,20,2010-02-07,4.0
5189,mks.weeklypresence,20,2010-02-14,2.0
5190,mks.weeklypresence,20,2010-02-21,1.0
5191,mks.weeklypresence,20,2010-02-28,11.0
5192,mks.weeklypresence,20,2010-03-07,2.0
5193,mks.weeklypresence,20,2010-03-14,9.0
5194,mks.weeklypresence,20,2010-03-21,0.0
5195,mks.weeklypresence,20,2010-04-04,0.0
5196,mks.weeklypresence,20,2010-04-11,0.0
5197,mks.weeklypresence,20,2010-04-18,0.0
5198,mks.weeklypresence,20,2010-04-25,7.0
5199,mks.weeklypresence,20,2010-05-02,7.0
5200,mks.weeklypresence,20,2010-05-09,5.0
5201,mks.weeklypresence,20,2010-05-16,5.0
5202,mks.weeklypresence,725,2009-11-15,25.0
5203,mks.weeklypresence,725,2009-11-29,9.0
5204,mks.weeklypresence,725,2009-12-13,1.0
5205,mks.weeklypresence,725,2009-12-20,18.0
5206,mks.weeklypresence,725,2009-12-27,0.0
5207,mks.weeklypresence,725,2010-01-03,15.0
5208,mks.weeklypresence,725,2010-01-10,14.0
5209,mks.weeklypresence,725,2010-01-17,2.0
5210,mks.weeklypresence,725,2010-01-24,4.0
5211,mks.weeklypresence,725,2010-01-31,10.0
5212,mks.weeklypresence,725,2010-02-07,21.0
5213,mks.weeklypresence,725,2010-02-14,0.0
5214,mks.weeklypresence,725,2010-02-21,11.0
5215,mks.weeklypresence,725,2010-02-28,8.0
5216,mks.weeklypresence,725,2010-03-07,14.0
5217,mks.weeklypresence,725,2010-03-14,26.0
5218,mks.weeklypresence,725,2010-03-21,0.0
5219,mks.weeklypresence,725,2010-04-04,0.0
5220,mks.weeklypresence,725,2010-04-11,3.0
5221,mks.weeklypresence,725,2010-04-18,0.0
5222,mks.weeklypresence,725,2010-04-25,17.0
5223,mks.weeklypresence,725,2010-05-02,16.0
5224,mks.weeklypresence,725,2010-05-09,11.0
5225,mks.weeklypresence,725,2010-05-16,0.0
5226,mks.weeklypresence,96,2009-11-15,30.0
5227,mks.weeklypresence,96,2009-11-29,15.0
5228,mks.weeklypresence,96,2009-12-13,15.0
5229,mks.weeklypresence,96,2009-12-20,27.0
5230,mks.weeklypresence,96,2009-12-27,3.0
5231,mks.weeklypresence,96,2010-01-03,29.0
5232,mks.weeklypresence,96,2010-01-10,16.0
5233,mks.weeklypresence,96,2010-01-17,24.0
5234,mks.weeklypresence,96,2010-01-24,45.0
5235,mks.weeklypresence,96,2010-01-31,23.0
5236,mks.weeklypresence,96,2010-02-07,34.0
5237,mks.weeklypresence,96,2010-02-14,26.0
5238,mks.weeklypresence,96,2010-02-21,27.0
5239,mks.weeklypresence,96,2010-02-28,22.0
5240,mks.weeklypresence,96,2010-03-07,25.0
5241,mks.weeklypresence,96,2010-03-14,27.0
5242,mks.weeklypresence,96,2010-03-21,7.0
5243,mks.weeklypresence,96,2010-04-04,18.0
5244,mks.weeklypresence,96,2010-04-11,6.0
5245,mks.weeklypresence,96,2010-04-18,0.0
5246,mks.weeklypresence,96,2010-04-25,22.0
5247,mks.weeklypresence,96,2010-05-02,22.0
5248,mks.weeklypresence,96,2010-05-09,15.0
5249,mks.weeklypresence,96,2010-05-16,7.0
5250,mks.weeklypresence,723,2009-11-15,0.0
5251,mks.weeklypresence,723,2009-11-29,0.0
5252,mks.weeklypresence,723,2009-12-13,0.0
5253,mks.weeklypresence,723,2009-12-20,13.0
5254,mks.weeklypresence,723,2009-12-27,0.0
5255,mks.weeklypresence,723,2010-01-03,12.0
5256,mks.weeklypresence,723,2010-01-10,12.0
5257,mks.weeklypresence,723,2010-01-17,16.0
5258,mks.weeklypresence,723,2010-01-24,14.0
5259,mks.weeklypresence,723,2010-01-31,9.0
5260,mks.weeklypresence,723,2010-02-07,12.0
5261,mks.weeklypresence,723,2010-02-14,9.0
5262,mks.weeklypresence,723,2010-02-21,8.0
5263,mks.weeklypresence,723,2010-02-28,0.0
5264,mks.weeklypresence,723,2010-03-07,6.0
5265,mks.weeklypresence,723,2010-03-14,16.0
5266,mks.weeklypresence,723,2010-03-21,0.0
5267,mks.weeklypresence,723,2010-04-04,6.0
5268,mks.weeklypresence,723,2010-04-11,2.0
5269,mks.weeklypresence,723,2010-04-18,0.0
5270,mks.weeklypresence,723,2010-04-25,10.0
5271,mks.weeklypresence,723,2010-05-02,11.0
5272,mks.weeklypresence,723,2010-05-09,10.0
5273,mks.weeklypresence,723,2010-05-16,2.0
5274,mks.weeklypresence,734,2009-11-15,12.0
5275,mks.weeklypresence,734,2009-11-29,5.0
5276,mks.weeklypresence,734,2009-12-13,3.0
5277,mks.weeklypresence,734,2009-12-20,18.0
5278,mks.weeklypresence,734,2009-12-27,10.0
5279,mks.weeklypresence,734,2010-01-03,13.0
5280,mks.weeklypresence,734,2010-01-10,13.0
5281,mks.weeklypresence,734,2010-01-17,7.0
5282,mks.weeklypresence,734,2010-01-24,31.0
5283,mks.weeklypresence,734,2010-01-31,13.0
5284,mks.weeklypresence,734,2010-02-07,22.0
5285,mks.weeklypresence,734,2010-02-14,18.0
5286,mks.weeklypresence,734,2010-02-21,11.0
5287,mks.weeklypresence,734,2010-02-28,8.0
5288,mks.weeklypresence,734,2010-03-07,18.0
5289,mks.weeklypresence,734,2010-03-14,12.0
5290,mks.weeklypresence,734,2010-03-21,0.0
5291,mks.weeklypresence,734,2010-04-04,0.0
5292,mks.weeklypresence,734,2010-04-11,0.0
5293,mks.weeklypresence,734,2010-04-18,0.0
5294,mks.weeklypresence,734,2010-04-25,15.0
5295,mks.weeklypresence,734,2010-05-02,0.0
5296,mks.weeklypresence,734,2010-05-09,6.0
5297,mks.weeklypresence,734,2010-05-16,7.0
5298,mks.weeklypresence,756,2009-11-15,27.0
5299,mks.weeklypresence,756,2009-11-29,6.0
5300,mks.weeklypresence,756,2009-12-13,11.0
5301,mks.weeklypresence,756,2009-12-20,24.0
5302,mks.weeklypresence,756,2009-12-27,8.0
5303,mks.weeklypresence,756,2010-01-03,23.0
5304,mks.weeklypresence,756,2010-01-10,19.0
5305,mks.weeklypresence,756,2010-01-17,26.0
5306,mks.weeklypresence,756,2010-01-24,32.0
5307,mks.weeklypresence,756,2010-01-31,21.0
5308,mks.weeklypresence,756,2010-02-07,33.0
5309,mks.weeklypresence,756,2010-02-14,17.0
5310,mks.weeklypresence,756,2010-02-21,23.0
5311,mks.weeklypresence,756,2010-02-28,0.0
5312,mks.weeklypresence,756,2010-03-07,4.0
5313,mks.weeklypresence,756,2010-03-14,22.0
5314,mks.weeklypresence,756,2010-03-21,0.0
5315,mks.weeklypresence,756,2010-04-04,0.0
5316,mks.weeklypresence,756,2010-04-11,0.0
5317,mks.weeklypresence,756,2010-04-18,0.0
5318,mks.weeklypresence,756,2010-04-25,13.0
5319,mks.weeklypresence,756,2010-05-02,27.0
5320,mks.weeklypresence,756,2010-05-09,11.0
5321,mks.weeklypresence,756,2010-05-16,4.0
5322,mks.weeklypresence,780,2009-11-15,27.0
5323,mks.weeklypresence,780,2009-11-29,5.0
5324,mks.weeklypresence,780,2009-12-13,0.0
5325,mks.weeklypresence,780,2009-12-20,29.0
5326,mks.weeklypresence,780,2009-12-27,9.0
5327,mks.weeklypresence,780,2010-01-03,22.0
5328,mks.weeklypresence,780,2010-01-10,26.0
5329,mks.weeklypresence,780,2010-01-17,28.0
5330,mks.weeklypresence,780,2010-01-24,45.0
5331,mks.weeklypresence,780,2010-01-31,24.0
5332,mks.weeklypresence,780,2010-02-07,36.0
5333,mks.weeklypresence,780,2010-02-14,32.0
5334,mks.weeklypresence,780,2010-02-21,26.0
5335,mks.weeklypresence,780,2010-02-28,20.0
5336,mks.weeklypresence,780,2010-03-07,28.0
5337,mks.weeklypresence,780,2010-03-14,41.0
5338,mks.weeklypresence,780,2010-03-21,0.0
5339,mks.weeklypresence,780,2010-04-04,0.0
5340,mks.weeklypresence,780,2010-04-11,5.0
5341,mks.weeklypresence,780,2010-04-18,0.0
5342,mks.weeklypresence,780,2010-04-25,25.0
5343,mks.weeklypresence,780,2010-05-02,26.0
5344,mks.weeklypresence,780,2010-05-09,25.0
5345,mks.weeklypresence,780,2010-05-16,11.0
5346,mks.weeklypresence,7,2009-11-15,32.0
5347,mks.weeklypresence,7,2009-11-29,7.0
5348,mks.weeklypresence,7,2009-12-13,0.0
5349,mks.weeklypresence,7,2009-12-20,24.0
5350,mks.weeklypresence,7,2009-12-27,9.0
5351,mks.weeklypresence,7,2010-01-03,27.0
5352,mks.weeklypresence,7,2010-01-10,23.0
5353,mks.weeklypresence,7,2010-01-17,26.0
5354,mks.weeklypresence,7,2010-01-24,53.0
5355,mks.weeklypresence,7,2010-01-31,23.0
5356,mks.weeklypresence,7,2010-02-07,32.0
5357,mks.weeklypresence,7,2010-02-14,23.0
5358,mks.weeklypresence,7,2010-02-21,28.0
5359,mks.weeklypresence,7,2010-02-28,17.0
5360,mks.weeklypresence,7,2010-03-07,34.0
5361,mks.weeklypresence,7,2010-03-14,44.0
5362,mks.weeklypresence,7,2010-03-21,1.0
5363,mks.weeklypresence,7,2010-04-04,0.0
5364,mks.weeklypresence,7,2010-04-11,10.0
5365,mks.weeklypresence,7,2010-04-18,0.0
5366,mks.weeklypresence,7,2010-04-25,28.0
5367,mks.weeklypresence,7,2010-05-02,23.0
5368,mks.weeklypresence,7,2010-05-09,30.0
5369,mks.weeklypresence,7,2010-05-16,5.0
5370,mks.weeklypresence,805,2009-11-15,54.0
5371,mks.weeklypresence,805,2009-11-29,36.0
5372,mks.weeklypresence,805,2009-12-13,36.0
5373,mks.weeklypresence,805,2009-12-20,48.0
5374,mks.weeklypresence,805,2009-12-27,30.0
5375,mks.weeklypresence,805,2010-01-03,35.0
5376,mks.weeklypresence,805,2010-01-10,45.0
5377,mks.weeklypresence,805,2010-01-17,42.0
5378,mks.weeklypresence,805,2010-01-24,61.0
5379,mks.weeklypresence,805,2010-01-31,38.0
5380,mks.weeklypresence,805,2010-02-07,47.0
5381,mks.weeklypresence,805,2010-02-14,44.0
5382,mks.weeklypresence,805,2010-02-21,62.0
5383,mks.weeklypresence,805,2010-02-28,51.0
5384,mks.weeklypresence,805,2010-03-07,46.0
5385,mks.weeklypresence,805,2010-03-14,62.0
5386,mks.weeklypresence,805,2010-03-21,21.0
5387,mks.weeklypresence,805,2010-04-04,13.0
5388,mks.weeklypresence,805,2010-04-11,18.0
5389,mks.weeklypresence,805,2010-04-18,12.0
5390,mks.weeklypresence,805,2010-04-25,5.0
5391,mks.weeklypresence,805,2010-05-02,42.0
5392,mks.weeklypresence,805,2010-05-09,44.0
5393,mks.weeklypresence,805,2010-05-16,18.0
5394,mks.weeklypresence,8,2009-11-15,27.0
5395,mks.weeklypresence,8,2009-11-29,0.0
5396,mks.weeklypresence,8,2009-12-13,13.0
5397,mks.weeklypresence,8,2009-12-20,14.0
5398,mks.weeklypresence,8,2009-12-27,0.0
5399,mks.weeklypresence,8,2010-01-03,16.0
5400,mks.weeklypresence,8,2010-01-10,14.0
5401,mks.weeklypresence,8,2010-01-17,20.0
5402,mks.weeklypresence,8,2010-01-24,20.0
5403,mks.weeklypresence,8,2010-01-31,16.0
5404,mks.weeklypresence,8,2010-02-07,28.0
5405,mks.weeklypresence,8,2010-02-14,13.0
5406,mks.weeklypresence,8,2010-02-21,16.0
5407,mks.weeklypresence,8,2010-02-28,17.0
5408,mks.weeklypresence,8,2010-03-07,17.0
5409,mks.weeklypresence,8,2010-03-14,23.0
5410,mks.weeklypresence,8,2010-03-21,0.0
5411,mks.weeklypresence,8,2010-04-04,0.0
5412,mks.weeklypresence,8,2010-04-11,0.0
5413,mks.weeklypresence,8,2010-04-18,0.0
5414,mks.weeklypresence,8,2010-04-25,8.0
5415,mks.weeklypresence,8,2010-05-02,17.0
5416,mks.weeklypresence,8,2010-05-09,22.0
5417,mks.weeklypresence,8,2010-05-16,6.0
5418,mks.weeklypresence,88,2009-11-15,3.0
5419,mks.weeklypresence,88,2009-11-29,0.0
5420,mks.weeklypresence,88,2009-12-13,4.0
5421,mks.weeklypresence,88,2009-12-20,5.0
5422,mks.weeklypresence,88,2009-12-27,4.0
5423,mks.weeklypresence,88,2010-01-03,9.0
5424,mks.weeklypresence,88,2010-01-10,6.0
5425,mks.weeklypresence,88,2010-01-17,9.0
5426,mks.weeklypresence,88,2010-01-24,10.0
5427,mks.weeklypresence,88,2010-01-31,9.0
5428,mks.weeklypresence,88,2010-02-07,11.0
5429,mks.weeklypresence,88,2010-02-14,7.0
5430,mks.weeklypresence,88,2010-02-21,12.0
5431,mks.weeklypresence,88,2010-02-28,7.0
5432,mks.weeklypresence,88,2010-03-07,2.0
5433,mks.weeklypresence,88,2010-03-14,21.0
5434,mks.weeklypresence,88,2010-03-21,0.0
5435,mks.weeklypresence,88,2010-04-04,0.0
5436,mks.weeklypresence,88,2010-04-11,0.0
5437,mks.weeklypresence,88,2010-04-18,0.0
5438,mks.weeklypresence,88,2010-04-25,0.0
5439,mks.weeklypresence,88,2010-05-02,11.0
5440,mks.weeklypresence,88,2010-05-09,13.0
5441,mks.weeklypresence,88,2010-05-16,2.0
5442,mks.weeklypresence,833,2009-11-15,12.0
5443,mks.weeklypresence,833,2009-11-29,4.0
5444,mks.weeklypresence,833,2009-12-13,8.0
5445,mks.weeklypresence,833,2009-12-20,25.0
5446,mks.weeklypresence,833,2009-12-27,9.0
5447,mks.weeklypresence,833,2010-01-03,12.0
5448,mks.weeklypresence,833,2010-01-10,15.0
5449,mks.weeklypresence,833,2010-01-17,15.0
5450,mks.weeklypresence,833,2010-01-24,0.0
5451,mks.weeklypresence,833,2010-01-31,11.0
5452,mks.weeklypresence,833,2010-02-07,0.0
5453,mks.weeklypresence,833,2010-02-14,17.0
5454,mks.weeklypresence,833,2010-02-21,9.0
5455,mks.weeklypresence,833,2010-02-28,10.0
5456,mks.weeklypresence,833,2010-03-07,2.0
5457,mks.weeklypresence,833,2010-03-14,20.0
5458,mks.weeklypresence,833,2010-03-21,0.0
5459,mks.weeklypresence,833,2010-04-04,0.0
5460,mks.weeklypresence,833,2010-04-11,2.0
5461,mks.weeklypresence,833,2010-04-18,0.0
5462,mks.weeklypresence,833,2010-04-25,1.0
5463,mks.weeklypresence,833,2010-05-02,15.0
5464,mks.weeklypresence,833,2010-05-09,12.0
5465,mks.weeklypresence,833,2010-05-16,5.0
5466,mks.weeklypresence,836,2009-11-15,16.0
5467,mks.weeklypresence,836,2009-11-29,1.0
5468,mks.weeklypresence,836,2009-12-13,0.0
5469,mks.weeklypresence,836,2009-12-20,15.0
5470,mks.weeklypresence,836,2009-12-27,5.0
5471,mks.weeklypresence,836,2010-01-03,27.0
5472,mks.weeklypresence,836,2010-01-10,23.0
5473,mks.weeklypresence,836,2010-01-17,16.0
5474,mks.weeklypresence,836,2010-01-24,32.0
5475,mks.weeklypresence,836,2010-01-31,15.0
5476,mks.weeklypresence,836,2010-02-07,32.0
5477,mks.weeklypresence,836,2010-02-14,24.0
5478,mks.weeklypresence,836,2010-02-21,18.0
5479,mks.weeklypresence,836,2010-02-28,6.0
5480,mks.weeklypresence,836,2010-03-07,21.0
5481,mks.weeklypresence,836,2010-03-14,33.0
5482,mks.weeklypresence,836,2010-03-21,0.0
5483,mks.weeklypresence,836,2010-04-04,0.0
5484,mks.weeklypresence,836,2010-04-11,4.0
5485,mks.weeklypresence,836,2010-04-18,0.0
5486,mks.weeklypresence,836,2010-04-25,25.0
5487,mks.weeklypresence,836,2010-05-02,23.0
5488,mks.weeklypresence,836,2010-05-09,22.0
5489,mks.weeklypresence,836,2010-05-16,4.0
5490,mks.weeklypresence,847,2009-11-15,0.0
5491,mks.weeklypresence,847,2009-11-29,1.0
5492,mks.weeklypresence,847,2009-12-13,6.0
5493,mks.weeklypresence,847,2009-12-20,17.0
5494,mks.weeklypresence,847,2009-12-27,4.0
5495,mks.weeklypresence,847,2010-01-03,19.0
5496,mks.weeklypresence,847,2010-01-10,16.0
5497,mks.weeklypresence,847,2010-01-17,10.0
5498,mks.weeklypresence,847,2010-01-24,10.0
5499,mks.weeklypresence,847,2010-01-31,6.0
5500,mks.weeklypresence,847,2010-02-07,21.0
5501,mks.weeklypresence,847,2010-02-14,16.0
5502,mks.weeklypresence,847,2010-02-21,9.0
5503,mks.weeklypresence,847,2010-02-28,9.0
5504,mks.weeklypresence,847,2010-03-07,6.0
5505,mks.weeklypresence,847,2010-03-14,0.0
5506,mks.weeklypresence,847,2010-03-21,2.0
5507,mks.weeklypresence,847,2010-04-04,0.0
5508,mks.weeklypresence,847,2010-04-11,0.0
5509,mks.weeklypresence,847,2010-04-18,5.0
5510,mks.weeklypresence,847,2010-04-25,13.0
5511,mks.weeklypresence,847,2010-05-02,10.0
5512,mks.weeklypresence,847,2010-05-09,9.0
5513,mks.weeklypresence,847,2010-05-16,3.0
5514,mks.weeklypresence,828,2009-11-15,25.0
5515,mks.weeklypresence,828,2009-11-29,0.0
5516,mks.weeklypresence,828,2009-12-13,21.0
5517,mks.weeklypresence,828,2009-12-20,26.0
5518,mks.weeklypresence,828,2009-12-27,6.0
5519,mks.weeklypresence,828,2010-01-03,28.0
5520,mks.weeklypresence,828,2010-01-10,27.0
5521,mks.weeklypresence,828,2010-01-17,10.0
5522,mks.weeklypresence,828,2010-01-24,36.0
5523,mks.weeklypresence,828,2010-01-31,21.0
5524,mks.weeklypresence,828,2010-02-07,27.0
5525,mks.weeklypresence,828,2010-02-14,25.0
5526,mks.weeklypresence,828,2010-02-21,22.0
5527,mks.weeklypresence,828,2010-02-28,18.0
5528,mks.weeklypresence,828,2010-03-07,24.0
5529,mks.weeklypresence,828,2010-03-14,31.0
5530,mks.weeklypresence,828,2010-03-21,0.0
5531,mks.weeklypresence,828,2010-04-04,0.0
5532,mks.weeklypresence,828,2010-04-11,9.0
5533,mks.weeklypresence,828,2010-04-18,0.0
5534,mks.weeklypresence,828,2010-04-25,21.0
5535,mks.weeklypresence,828,2010-05-02,19.0
5536,mks.weeklypresence,828,2010-05-09,21.0
5537,mks.weeklypresence,828,2010-05-16,3.0
5538,mks.weeklypresence,768,2009-11-15,33.0
5539,mks.weeklypresence,768,2009-11-29,20.0
5540,mks.weeklypresence,768,2009-12-13,23.0
5541,mks.weeklypresence,768,2009-12-20,23.0
5542,mks.weeklypresence,768,2009-12-27,13.0
5543,mks.weeklypresence,768,2010-01-03,34.0
5544,mks.weeklypresence,768,2010-01-10,29.0
5545,mks.weeklypresence,768,2010-01-17,27.0
5546,mks.weeklypresence,768,2010-01-24,15.0
5547,mks.weeklypresence,768,2010-01-31,24.0
5548,mks.weeklypresence,768,2010-02-07,39.0
5549,mks.weeklypresence,768,2010-02-14,8.0
5550,mks.weeklypresence,768,2010-02-21,28.0
5551,mks.weeklypresence,768,2010-02-28,21.0
5552,mks.weeklypresence,768,2010-03-07,39.0
5553,mks.weeklypresence,768,2010-03-14,41.0
5554,mks.weeklypresence,768,2010-03-21,10.0
5555,mks.weeklypresence,768,2010-04-04,0.0
5556,mks.weeklypresence,768,2010-04-11,9.0
5557,mks.weeklypresence,768,2010-04-18,0.0
5558,mks.weeklypresence,768,2010-04-25,28.0
5559,mks.weeklypresence,768,2010-05-02,30.0
5560,mks.weeklypresence,768,2010-05-09,23.0
5561,mks.weeklypresence,768,2010-05-16,8.0
5562,mks.weeklypresence,16,2009-11-15,25.0
5563,mks.weeklypresence,16,2009-11-29,5.0
5564,mks.weeklypresence,16,2009-12-13,9.0
5565,mks.weeklypresence,16,2009-12-20,12.0
5566,mks.weeklypresence,16,2009-12-27,7.0
5567,mks.weeklypresence,16,2010-01-03,22.0
5568,mks.weeklypresence,16,2010-01-10,6.0
5569,mks.weeklypresence,16,2010-01-17,18.0
5570,mks.weeklypresence,16,2010-01-24,35.0
5571,mks.weeklypresence,16,2010-01-31,9.0
5572,mks.weeklypresence,16,2010-02-07,13.0
5573,mks.weeklypresence,16,2010-02-14,15.0
5574,mks.weeklypresence,16,2010-02-21,0.0
5575,mks.weeklypresence,16,2010-02-28,0.0
5576,mks.weeklypresence,16,2010-03-07,0.0
5577,mks.weeklypresence,16,2010-03-14,0.0
5578,mks.weeklypresence,16,2010-03-21,0.0
5579,mks.weeklypresence,16,2010-04-04,0.0
5580,mks.weeklypresence,16,2010-04-11,0.0
5581,mks.weeklypresence,16,2010-04-18,0.0
5582,mks.weeklypresence,16,2010-04-25,0.0
5583,mks.weeklypresence,16,2010-05-02,0.0
5584,mks.weeklypresence,16,2010-05-09,9.0
5585,mks.weeklypresence,16,2010-05-16,0.0
5586,mks.weeklypresence,817,2009-11-15,24.0
